A„O,MES,DiA,ESTACIoN,LATITUD,LONGITUD,Zooplancton,Copepodos,Anfipodos,Apendicularias,Ctenoforos,Doliolidos,Eufausidos,Foraminiferos,Heteropodos,Misidaceos,Medusas,Nauplius,Langosjuv,Pteropodos ,Quetognatos,Ophiopluteus,Ophiuroideosjuv,Ostracodos,Radiolarios,Salpas,Sifonoforos,Stomatopodos,Tomopteridos,Calyptopis,Furcilias,Huevosinv,Huevospeces,Cifonautas,Cipris,Criptoniscus,Larvasbivalvos,Larvasbraquiopodos,Larvasgastropodos,Larvaspeces,Larvaspoliquetos,Trocoforas,Megalopas,Zoeas,Juvenilespeces,Paralarvascefalopodos,Biomasatotal,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,7,11,-34.833,-72.183,4207.165,4193.6,0.4,0.0,0.0,0.2,1.1,0.0,0.0,0.0,0.4,0.0,0.2,0.0,6.5,0.0,0.0,0.4,0.0,0.7,0.2,0.0,0.2,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.6,0.0,0.0,0.031,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,8,12,-34.667,-72.083,302.332,291.7,0.1,0.2,0.0,0.0,8.9,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,8,13,-34.667,-72.167,57.900,45.2,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.6,0.0,0.0,1.7,0.0,0.2,0.0,0.1,0.8,0.0,1.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.038,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,8,14,-34.667,-72.250,80.540,59.1,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,9.1,0.0,7.1,0.0,0.0,1.8,0.0,0.1,0.4,0.0,0.1,0.1,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.4,0.0,0.0,0.0,0.034,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,8,15,-35.167,-72.333,1251.074,1240.1,0.0,3.1,0.9,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.4,1.3,0.0,0.0,0.0,0.4,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.016,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,9,16,-35.000,-72.233,420.084,381.5,1.5,12.5,0.0,0.0,0.3,0.0,0.0,17.8,1.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,9,17,-35.000,-72.317,368.844,358.7,0.4,0.2,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,1.9,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.3,0.0,1.5,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.020,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,9,18,-35.000,-72.417,290.316,279.6,0.8,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.118,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,9,19,-35.000,-72.617,24.624,22.0,0.1,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.044,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,9,20,-35.500,-72.633,72.986,69.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,10,21,-35.333,-72.500,1746.205,1657.6,5.2,53.4,0.0,0.0,0.0,0.0,0.0,6.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1.3,0.0,0.0,1.3,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,7.8,0.0,0.0,0.054,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,10,22,-35.333,-72.583,1270.894,1163.7,0.0,0.6,0.0,0.0,41.8,0.0,0.0,0.6,0.0,0.0,1.8,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.203,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,10,23,-35.333,-72.683,267.519,255.4,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.1,0.1,0.0,0.8,0.0,3.9,0.0,0.0,0.3,0.0,0.0,0.0,0.1,1.3,0.0,0.9,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.109,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,10,24,-35.333,-72.983,44.744,20.2,0.6,12.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.3,0.0,0.3,0.0,0.1,0.9,1.6,0.8,4.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.029,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,10,25,-35.833,-72.683,501.560,498.7,0.2,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.051,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,10,26,-35.667,-72.633,243.723,235.9,0.0,0.4,0.2,0.0,0.0,0.0,0.0,1.1,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.1,0.0,0.0,0.121,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,10,27,-35.667,-72.717,113.978,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.073,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,11,28,-35.667,-72.833,28.027,22.2,0.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.7,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.024,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,11,29,-35.667,-73.017,51.587,16.9,0.1,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.3,0.0,15.4,0.0,2.4,0.0,0.0,0.3,0.0,0.0,0.4,0.0,1.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.258,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,11,30,-35.667,-73.183,41.612,28.1,0.1,0.1,0.3,0.0,1.1,0.0,0.0,0.0,0.4,0.0,1.9,0.0,1.8,0.0,0.0,0.5,0.0,0.0,2.3,0.1,0.8,0.3,1.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.5,0.1,0.0,0.016,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,12,31,-36.000,-73.000,15.389,13.5,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.012,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,12,32,-36.000,-72.883,70.229,67.8,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.018,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,12,33,-36.000,-72.800,359.477,356.3,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,0.1,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.035,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,12,34,-36.167,-72.850,313.289,308.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.035,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,12,35,-36.333,-73.567,135.876,125.9,0.8,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.7,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.080,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,13,36,-36.333,-73.267,154.927,146.3,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,0.0,0.0,0.3,0.1,0.1,0.7,0.1,0.1,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.038,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,13,37,-36.333,-73.067,233.392,219.7,0.0,0.0,0.1,0.1,5.1,0.0,0.0,0.0,0.1,0.0,1.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.105,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,13,38,-36.333,-73.000,539.580,532.9,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.098,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,13,39,-36.333,-73.000,2242.867,2235.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.094,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,13,40,-36.500,-73.000,714.662,700.9,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.026,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,13,41,-36.667,-73.167,596.498,584.0,1.3,0.9,0.0,0.0,2.4,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,1.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.0,0.0,0.026,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,14,42,-36.667,-73.250,393.910,389.3,0.1,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,14,43,-36.667,-73.350,881.968,868.2,7.4,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,2.0,0.0,0.0,0.079,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,14,44,-36.667,-73.600,757.401,740.6,5.7,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.6,0.0,0.3,0.6,0.6,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.080,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,15,45,-36.833,-73.483,659.658,640.4,1.3,0.0,0.0,0.0,6.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0,1.3,0.1,0.0,1.2,2.5,0.0,0.4,0.1,0.8,0.0,2.4,1.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.074,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,15,46,-36.833,-73.333,175.128,169.3,0.5,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.4,0.7,0.0,0.3,0.1,0.8,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.063,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,16,47,-36.833,-73.217,2685.789,2656.9,0.0,0.0,0.0,0.0,8.7,0.0,0.0,2.1,0.0,0.0,5.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.2,0.0,6.2,1.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.2,0.0,0.0,0.595,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,16,48,-37.000,-73.450,1710.701,1699.5,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.3,0.0,0.0,2.4,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.9,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,0.0,0.0,0.9,0.0,0.0,0.219,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,16,49,-37.000,-73.333,3849.147,3794.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,9.5,2.1,0.0,27.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,2.1,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.6,0.0,0.0,0.358,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,16,50,-37.000,-73.200,3707.551,3656.4,8.7,1.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,1.9,0.0,0.0,0.348,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,16,51,-37.167,-73.233,341.850,327.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.094,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,16,52,-37.167,-73.383,1916.667,1240.5,1.2,270.2,45.2,0.0,0.0,0.0,0.0,0.0,2.4,6.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,1.2,0.0,327.4,0.0,0.0,0.0,0.0,0.0,2.4,8.3,2.4,0.0,0.0,6.0,0.0,0.0,0.018,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,16,53,-37.167,-73.500,17259.971,16252.9,0.0,908.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.9,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,11.6,0.0,0.0,1.206,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,17,54,-37.000,-73.583,2026.182,2007.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.5,0.0,0.0,0.0,4.4,0.0,0.0,0.279,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,17,57,-37.167,-73.683,722.649,684.3,0.5,4.0,0.0,0.0,0.0,0.0,0.0,11.8,0.2,0.2,1.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.2,0.0,0.0,0.0,2.1,0.5,0.0,2.6,0.0,0.0,0.0,5.4,0.5,0.0,0.0,6.9,0.0,0.0,0.025,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,18,58,-37.500,-73.667,1347.151,1332.4,0.3,0.8,0.5,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.9,0.0,0.0,0.0,1.1,0.0,0.3,0.8,0.0,0.0,0.3,3.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.5,0.3,0.0,0.0,2.2,0.0,0.0,0.005,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,18,59,-37.333,-73.717,2055.709,2016.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1.4,0.0,0.0,5.0,0.0,0.0,0.0,0.5,1.4,5.9,4.6,1.4,0.0,1.8,0.9,0.0,0.9,0.0,1.4,0.0,0.5,0.0,0.0,4.6,0.0,0.5,5.0,0.0,0.0,0.109,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,18,60,-37.333,-73.833,600.376,592.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.6,0.3,0.2,0.3,1.6,0.0,0.6,1.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.033,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,18,61,-37.833,-73.650,886.498,870.4,1.4,0.6,0.3,0.0,0.0,0.0,0.0,0.0,1.1,0.3,0.0,0.0,1.7,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.030,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,19,62,-37.667,-73.700,1458.692,1437.9,0.4,0.0,0.2,0.0,3.7,0.0,0.0,0.2,0.4,0.0,0.0,0.0,3.9,0.0,0.2,1.1,0.4,0.2,0.0,0.9,0.0,0.0,6.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.7,0.0,0.0,0.129,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,19,63,-37.667,-73.783,400.590,379.5,0.9,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.6,2.4,0.0,0.4,0.1,0.0,0.4,0.1,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.024,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,19,64,-37.667,-73.883,83.517,72.6,0.1,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,2.0,0.0,0.0,0.1,0.2,0.2,0.3,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.0,0.074,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,19,65,-38.167,-73.550,383.715,359.6,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.6,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.0,1.4,0.2,14.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,
